tem,PH,elec,tur,oxy
18,7.39,2454,332,6.06
18.4,7.48,2241,292,7.01
18.6,7.39,2195,116,6.35
18.5,7.49,1992,220,8.07
18.4,7.48,2228,258,7.92
18.3,7.56,2011,207,8.21
18.4,7.46,2210,182,7.68
18.4,7.44,2182,301,7.53
18.4,7.43,2124,199,7.34
18.3,7.46,2130,212,7.18
18.4,7.38,2106,91,6.9
18.4,7.4,1812,237,7.23
18.4,7.36,2124,221,7.33
18.3,7.38,1741,57,7.62
18.4,7.33,1815,147,7.06
18.4,7.32,1719,205,6.93
18.4,7.31,1772,187,6.61
18.3,7.33,1790,338,6.46
18.4,7.25,2033,312,5.67
18.5,7.28,1769,205,6.01
18.5,7.23,1912,206,5.82
18.6,7.42,1815,84,7.53
18.5,7.24,2225,153,5.94
18.7,7.32,2288,239,6.87
18.6,7.32,2276,52,6.87
18.6,7.37,2758,230,7.03
18.9,7.41,2535,316,7.55
18.8,7.36,2668,291,7.14
18.8,7.36,2662,324,6.93
18.8,7.37,141,309,6.62
18.7,7.38,3258,420,7.27
18.7,7.38,3267,238,6.6
18.8,7.39,3236,130,6.38
18.6,7.42,3205,270,6.43
18.7,7.35,2986,262,6.15
18.7,7.32,2986,112,5.87
18.7,7.33,3299,227,5.82
18.6,7.35,3083,183,5.56
18.7,7.31,3014,182,5.66
18.6,7.3,2834,216,5.48
18.4,7.27,2576,126,5.25
18.4,7.27,2772,184,5.39
18.6,7.26,2971,286,5.09
18.4,7.3,2646,88,6.07
18.5,7.27,2617,279,6.14
18.4,7.28,2652,228,5.95
18.6,7.26,2696,149,5.77
18.6,7.3,2762,248,6.63
18.8,7.27,2842,239,6.22
18.5,7.27,3035,348,6.32
18.6,7.28,3090,229,6.12
18.5,7.27,3504,258,5.54
18.6,7.32,2989,212,6.53
18.5,7.29,3208,252,5.98
18.5,7.29,2978,92,6.26
18.4,7.28,2887,186,6.16
18.3,7.27,2826,208,5.88
18.4,7.27,3140,86,5.6
18.5,7.27,3115,263,5.48
18.5,7.27,3103,198,5.24
18.5,7.26,3137,224,5.14
18.4,7.27,3143,197,5
18.6,7.27,3271,177,4.95
18.4,7.27,3153,182,4.67
18.2,7.27,3026,230,4.8
18.2,7.25,3375,86,4.58
18.3,7.28,3036,165,4.53
18.3,7.25,3158,252,4.42
18.4,7.26,2971,77,4.11
18.3,7.24,3265,225,4.4
18.4,7.22,3208,209,4.96
18.5,7.25,3438,268,5.09
18.6,7.28,3140,285,6.05
18.6,7.28,2893,175,6.36
18.7,7.24,3008,255,5.97
18.7,7.24,3026,209,5.42
18.7,7.25,2931,86,5.44
18.6,7.25,2793,158,5.71
18.6,7.25,2554,169,6.29
18.5,7.23,2614,36,5.74
18.6,7.22,2351,151,5.63
18.5,7.23,2775,168,5.46
18.6,7.22,2691,130,5.42
18.6,7.22,2659,179,5.28
18.6,7.22,2747,97,5.32
18.3,7.22,2407,187,4.58
18.4,7.23,2790,155,4.46
18.4,7.25,3068,105,4.32
18.5,7.19,3205,302,5
18.6,7.24,2043,191,5.68
18.7,7.19,2152,231,3.95
18.8,7.23,2244,404,3.58
18.9,7.23,2201,403,4.43
19,7.23,2216,496,3.89
18.9,7.25,2235,500,3.48
19,7.48,2264,254,3.73
19.1,7.2,2283,255,4.05
19,7.35,2280,247,4.33
18.9,7.41,2241,245,4.49
18.9,7.45,2416,282,4.31
18.9,7.45,2544,271,3.9
18.9,7.46,2672,258,3.89
18.9,7.48,2694,227,3.76
18.8,7.49,2155,164,3.99
18.8,7.47,2260,146,3.8
18.7,7.46,2581,139,3.67
18.7,7.46,2494,143,3.52
18.8,7.45,2453,212,3.24
18.6,7.44,2516,108,3.18
18.6,7.43,2434,123,3.09
18.6,7.44,2459,84,3.12
18.5,7.43,2425,67,3.25
18.7,7.42,2621,122,2.55
18.8,7.45,3388,157,2.53
18.9,7.5,3420,129,3.57
18.8,7.51,3710,201,3.18
18.9,7.5,3660,141,2.82
19,7.52,2840,159,3.72
18.9,7.51,3491,195,3.05
19,7.56,3936,162,3.81
19.2,7.61,3855,140,4.6
18.8,7.57,4659,187,3.6
19,7.66,3871,151,4.59
18.9,7.67,4645,165,4.31
18.8,7.68,4199,113,4.75
18.8,7.68,4197,128,5.45
19,7.67,3283,110,4.66
18.9,7.65,4058,106,4.58
18.7,7.64,3264,56,5.06
18.6,7.62,3048,55,4.97
18.8,7.62,1379,58,4.94
18.8,7.6,3102,62,4.64
18.7,7.62,2472,36,5.54
18.4,7.6,942,26,5.56
18.4,7.57,2108,24,5.46
18.4,7.56,2087,24,5.11
18.4,7.55,2266,44,4.89
18.7,7.57,2599,56,4.93
18.8,7.56,2652,72,4.88
18.8,7.6,3855,150,4.48
19.2,7.65,2799,91,5.96
19.1,7.68,3452,164,5.57
19.6,7.76,2900,110,7.04
19.5,7.72,3216,101,6.45
19.8,7.78,3004,87,7.17
19.5,7.79,3706,134,6.62
19.6,7.83,3838,155,6.95
19.6,7.81,3886,137,6.7
19.5,7.77,4448,139,6.05
19.3,7.78,3889,95,6.69
19.3,7.75,3792,114,6.07
19.3,7.74,3991,87,6.03
19.2,7.76,3488,73,6.34
19.2,7.72,4141,90,5.74
19.2,7.71,3444,82,6.43
19.2,7.66,3565,61,5.48
19.2,7.63,3606,64,5.02
19.2,7.62,3656,72,4.94
19.2,7.6,1675,63,4.59
19.2,7.59,2878,44,4.91
19,7.6,2596,31,5.45
19.1,7.54,3229,80,4.55
19.2,7.56,3198,67,4.33
19.2,7.56,3001,76,4.88
19.3,7.55,3544,87,4.09
19.2,7.64,3101,130,5.52
19.3,7.64,3899,132,5.35
20.2,7.87,3171,109,7.91
19.7,7.69,3697,125,5.82
19.6,7.74,3133,114,6.11
19.9,7.85,3397,177,7.52
19.7,7.79,3659,123,6.98
19.7,7.78,3653,110,6.84
19.7,7.82,3513,103,7.07
19.7,7.82,3612,95,7.12
19.7,7.77,912,102,6.6
19.7,7.75,3672,91,5.95
19.6,7.71,3765,80,5.79
19.7,7.76,3599,74,7.02
19.7,7.69,3155,86,5.91
19.6,7.67,3744,82,5.45
19.4,7.67,2127,72,5.39
19.6,7.64,3491,72,5.37
19.5,7.61,3357,67,4.9
19.5,7.58,3360,85,4.48
19.5,7.57,3276,84,4.34
19.6,7.6,3450,65,4.8
19.7,7.65,3118,58,5.56
19.8,7.66,3023,78,5.87
19.7,7.65,3276,70,6.11
19.8,7.67,3326,65,5.92
20.3,7.94,2980,60,9
20.4,7.98,3222,87,8.63
20.4,7.99,3421,132,8.42
20.1,7.85,3646,124,7.05
20,7.79,3814,115,6.39
19.6,7.67,4542,94,4.72
19.6,7.71,4318,99,4.88
19.6,7.65,4138,103,4.31
19.8,7.74,4780,106,5.22
19.8,7.72,4536,113,4.84
19.7,7.76,4545,74,5.52
19.7,7.74,4504,76,5.27
19.8,7.73,4597,85,4.86
19.9,7.73,4771,85,4.6
19.7,7.71,4411,63,4.98
19.8,7.67,4560,72,4.53
19.7,7.66,4589,77,4.61
19.6,7.65,4343,53,4.53
19.6,7.63,4296,67,4.38
19.7,7.62,4511,89,4.12
19.8,7.61,4524,101,4.14
19.8,7.63,4697,96,4.61
